date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)"
2016-10-15,3분위수,77.0,378.0,8670.0,280.0,8570.0
2016-10-15,4분위수,140.0,385.0,10045.0,658.0,10910.0
2016-10-16,1분위수,21.0,203.0,8042.0,238.0,5393.0
2016-10-16,2분위수,35.0,245.0,9795.0,399.0,7605.0
2016-10-16,3분위수,7.0,175.0,7508.0,350.0,7304.0
2016-10-16,4분위수,98.0,371.0,8087.0,560.0,9777.0
2016-10-17,1분위수,28.0,140.0,7725.0,329.0,5961.0
2016-10-17,2분위수,63.0,329.0,8491.0,308.0,7519.0
2016-10-17,3분위수,35.0,147.0,8505.0,329.0,6572.0
2016-10-17,4분위수,119.0,364.0,12313.0,469.0,8495.0
2016-10-18,1분위수,14.0,140.0,8345.0,189.0,5882.0
2016-10-18,2분위수,42.0,161.0,8519.0,315.0,7290.0
2016-10-18,3분위수,49.0,224.0,8665.0,378.0,7058.0
2016-10-18,4분위수,105.0,294.0,9957.0,448.0,9255.0
2016-10-19,1분위수,84.0,266.0,8043.0,245.0,5466.0
2016-10-19,2분위수,70.0,196.0,9203.0,371.0,7385.0
2016-10-19,3분위수,63.0,252.0,8582.0,336.0,6036.0
2016-10-19,4분위수,49.0,462.0,10650.0,525.0,9414.0
2016-10-20,1분위수,35.0,119.0,8499.0,357.0,5224.0
2016-10-20,2분위수,56.0,343.0,9220.0,441.0,6877.0
2016-10-20,3분위수,63.0,224.0,9071.0,357.0,6709.0
2016-10-20,4분위수,84.0,329.0,10150.0,546.0,9252.0
2016-10-21,1분위수,7.0,196.0,8986.0,329.0,5684.0
2016-10-21,2분위수,70.0,238.0,8084.0,350.0,7020.0
2016-10-21,3분위수,42.0,238.0,9069.0,427.0,6441.0
2016-10-21,4분위수,112.0,385.0,10940.0,525.0,9536.0
2016-10-22,1분위수,42.0,252.0,8280.0,315.0,6680.0
2016-10-22,2분위수,133.0,259.0,8925.0,392.0,8384.0
2016-10-22,3분위수,28.0,189.0,8427.0,203.0,8747.0
2016-10-22,4분위수,119.0,308.0,11546.0,525.0,10303.0
2016-10-23,1분위수,14.0,133.0,8118.0,273.0,6163.0
2016-10-23,2분위수,63.0,210.0,8860.0,273.0,6504.0
2016-10-23,3분위수,49.0,252.0,8235.0,378.0,6881.0
2016-10-23,4분위수,98.0,399.0,9228.0,588.0,9665.0
2016-10-24,1분위수,35.0,273.0,7986.0,217.0,4927.0
2016-10-24,2분위수,35.0,287.0,9128.0,378.0,6899.0
2016-10-24,3분위수,49.0,308.0,8525.0,294.0,5919.0
2016-10-24,4분위수,77.0,420.0,9721.0,476.0,9344.0
2016-10-25,1분위수,42.0,168.0,8662.0,210.0,4932.0
2016-10-25,2분위수,28.0,182.0,8540.0,343.0,5994.0
2016-10-25,3분위수,98.0,392.0,8671.0,245.0,5621.0
2016-10-25,4분위수,140.0,308.0,10233.0,280.0,8441.0
2016-10-26,1분위수,21.0,154.0,8299.0,364.0,4711.0
2016-10-26,2분위수,56.0,350.0,9345.0,336.0,6789.0
2016-10-26,3분위수,105.0,315.0,9654.0,413.0,5469.0
2016-10-26,4분위수,210.0,413.0,10308.0,511.0,7983.0
2016-10-27,1분위수,42.0,175.0,8501.0,322.0,5195.0
2016-10-27,2분위수,77.0,133.0,9611.0,420.0,6269.0
2016-10-27,3분위수,49.0,259.0,9133.0,308.0,6037.0
2016-10-27,4분위수,91.0,434.0,9168.0,413.0,9568.0
2016-10-28,1분위수,28.0,161.0,8592.0,196.0,5190.0
2016-10-28,2분위수,77.0,252.0,10407.0,336.0,7341.0
2016-10-28,3분위수,28.0,224.0,8014.0,266.0,6301.0
2016-10-28,4분위수,119.0,357.0,9506.0,532.0,8869.0
2016-10-29,1분위수,84.0,378.0,8887.0,280.0,5273.0
2016-10-29,2분위수,119.0,280.0,7863.0,350.0,6324.0
2016-10-29,3분위수,119.0,350.0,8194.0,336.0,6633.0
2016-10-29,4분위수,119.0,371.0,9904.0,560.0,8994.0
2016-10-30,1분위수,84.0,245.0,7815.0,231.0,4769.0
2016-10-30,2분위수,77.0,308.0,9337.0,308.0,7147.0
2016-10-30,3분위수,56.0,357.0,9181.0,301.0,6711.0
2016-10-30,4분위수,126.0,371.0,9215.0,539.0,8777.0
2016-10-31,1분위수,98.0,140.0,8122.0,154.0,3674.0
2016-10-31,2분위수,77.0,252.0,9516.0,245.0,5355.0
2016-10-31,3분위수,56.0,217.0,9501.0,315.0,4998.0
2016-10-31,4분위수,203.0,378.0,10731.0,525.0,7610.0
2016-11-01,1분위수,63.0,161.0,8839.0,350.0,4088.0
2016-11-01,2분위수,112.0,280.0,8585.0,308.0,5165.0
2016-11-01,3분위수,126.0,196.0,8653.0,294.0,4584.0
2016-11-01,4분위수,252.0,455.0,10302.0,469.0,8184.0
2016-11-02,1분위수,91.0,119.0,7634.0,301.0,4089.0
2016-11-02,2분위수,91.0,224.0,9368.0,357.0,4696.0
2016-11-02,3분위수,91.0,182.0,8875.0,392.0,5134.0
2016-11-02,4분위수,175.0,245.0,10639.0,448.0,7406.0
2016-11-03,1분위수,84.0,189.0,8057.0,287.0,4576.0
2016-11-03,2분위수,84.0,238.0,8755.0,336.0,5869.0
2016-11-03,3분위수,91.0,210.0,7469.0,287.0,5780.0
2016-11-03,4분위수,140.0,336.0,9363.0,574.0,9025.0
2016-11-04,1분위수,63.0,266.0,9050.0,329.0,6046.0
2016-11-04,2분위수,98.0,168.0,9450.0,315.0,6859.0
2016-11-04,3분위수,49.0,308.0,9658.0,455.0,6376.0
2016-11-04,4분위수,105.0,322.0,11524.0,623.0,8356.0
2016-11-05,1분위수,112.0,238.0,7888.0,357.0,6444.0
2016-11-05,2분위수,119.0,217.0,9289.0,329.0,7116.0
2016-11-05,3분위수,77.0,175.0,11387.0,322.0,7856.0
2016-11-05,4분위수,161.0,497.0,9784.0,553.0,8520.0
2016-11-06,1분위수,35.0,238.0,9042.0,252.0,5703.0
2016-11-06,2분위수,56.0,224.0,8372.0,378.0,7087.0
2016-11-06,3분위수,70.0,294.0,8346.0,364.0,6889.0
2016-11-06,4분위수,119.0,252.0,9350.0,630.0,8722.0
2016-11-07,1분위수,49.0,154.0,8030.0,259.0,4851.0
2016-11-07,2분위수,70.0,175.0,8820.0,385.0,5332.0
2016-11-07,3분위수,63.0,238.0,9117.0,280.0,5092.0
2016-11-07,4분위수,126.0,371.0,12081.0,406.0,8630.0
2016-11-08,1분위수,42.0,203.0,8155.0,259.0,3996.0
2016-11-08,2분위수,49.0,301.0,8928.0,273.0,5008.0
2016-11-08,3분위수,70.0,259.0,9204.0,273.0,4722.0
2016-11-08,4분위수,175.0,483.0,9315.0,588.0,8270.0
2016-11-09,1분위수,63.0,161.0,8356.0,273.0,4225.0
2016-11-09,2분위수,35.0,182.0,9368.0,217.0,5115.0
2016-11-09,3분위수,63.0,217.0,9020.0,245.0,4887.0
2016-11-09,4분위수,168.0,322.0,11196.0,560.0,8360.0
2016-11-10,1분위수,84.0,154.0,8022.0,315.0,4642.0
2016-11-10,2분위수,49.0,182.0,9183.0,287.0,4730.0
2016-11-10,3분위수,56.0,224.0,9517.0,427.0,4952.0
2016-11-10,4분위수,161.0,378.0,9764.0,504.0,9953.0
2016-11-11,1분위수,70.0,175.0,7613.0,231.0,4653.0
2016-11-11,2분위수,105.0,224.0,9258.0,406.0,5740.0
2016-11-11,3분위수,77.0,245.0,9203.0,413.0,5469.0
2016-11-11,4분위수,182.0,343.0,9795.0,539.0,8258.0
2016-11-12,1분위수,70.0,161.0,7677.0,238.0,6091.0
2016-11-12,2분위수,119.0,231.0,10132.0,336.0,7009.0
2016-11-12,3분위수,189.0,168.0,9250.0,308.0,6643.0
2016-11-12,4분위수,217.0,385.0,10566.0,497.0,8150.0
2016-11-13,1분위수,28.0,126.0,7936.0,322.0,6505.0
2016-11-13,2분위수,49.0,231.0,9387.0,301.0,7320.0
2016-11-13,3분위수,42.0,224.0,8314.0,259.0,6890.0
2016-11-13,4분위수,168.0,210.0,10247.0,546.0,9771.0
2016-11-14,1분위수,14.0,224.0,7895.0,308.0,4247.0
2016-11-14,2분위수,91.0,168.0,7852.0,308.0,5518.0
2016-11-14,3분위수,28.0,189.0,9785.0,252.0,4843.0
2016-11-14,4분위수,147.0,231.0,10735.0,469.0,8767.0
2016-11-15,1분위수,84.0,224.0,7853.0,287.0,4569.0
2016-11-15,2분위수,77.0,196.0,8877.0,259.0,4826.0
2016-11-15,3분위수,70.0,231.0,9478.0,350.0,5310.0
2016-11-15,4분위수,133.0,315.0,9736.0,518.0,7433.0
2016-11-16,1분위수,56.0,210.0,7338.0,280.0,4464.0
2016-11-16,2분위수,112.0,336.0,8257.0,315.0,6185.0
2016-11-16,3분위수,56.0,147.0,9622.0,406.0,5455.0
2016-11-16,4분위수,63.0,252.0,10659.0,427.0,8662.0
2016-11-17,1분위수,49.0,133.0,7597.0,245.0,4944.0
2016-11-17,2분위수,49.0,231.0,9267.0,273.0,6122.0
2016-11-17,3분위수,91.0,91.0,9701.0,329.0,5963.0
2016-11-17,4분위수,119.0,280.0,10934.0,385.0,8675.0
2016-11-18,1분위수,112.0,175.0,8578.0,189.0,5368.0
2016-11-18,2분위수,84.0,322.0,8415.0,350.0,6761.0
2016-11-18,3분위수,133.0,189.0,9618.0,378.0,7119.0
2016-11-18,4분위수,210.0,343.0,10996.0,637.0,10674.0
2016-11-19,1분위수,35.0,189.0,8994.0,280.0,6640.0
2016-11-19,2분위수,70.0,322.0,9295.0,413.0,7381.0
2016-11-19,3분위수,126.0,231.0,9575.0,301.0,6736.0
2016-11-19,4분위수,119.0,350.0,10632.0,588.0,9670.0
2016-11-20,1분위수,63.0,154.0,7852.0,273.0,4846.0
2016-11-20,2분위수,63.0,168.0,8365.0,413.0,6080.0
2016-11-20,3분위수,63.0,182.0,10161.0,336.0,6715.0
2016-11-20,4분위수,147.0,343.0,10991.0,672.0,9307.0
2016-11-21,1분위수,70.0,70.0,7052.0,273.0,4318.0
2016-11-21,2분위수,91.0,161.0,8684.0,364.0,5821.0
2016-11-21,3분위수,70.0,203.0,9347.0,294.0,4882.0
2016-11-21,4분위수,126.0,210.0,11563.0,525.0,8964.0
2016-11-22,1분위수,63.0,56.0,7959.0,301.0,3822.0
2016-11-22,2분위수,63.0,210.0,8289.0,399.0,4125.0
2016-11-22,3분위수,70.0,203.0,8645.0,406.0,5396.0
2016-11-22,4분위수,175.0,203.0,10844.0,413.0,8745.0
2016-11-23,1분위수,84.0,175.0,8119.0,245.0,4219.0
2016-11-23,2분위수,112.0,210.0,8028.0,259.0,4168.0
2016-11-23,3분위수,119.0,182.0,8893.0,287.0,4426.0
2016-11-23,4분위수,224.0,259.0,10427.0,371.0,7803.0
2016-11-24,1분위수,77.0,168.0,8606.0,280.0,4147.0
2016-11-24,2분위수,77.0,294.0,8838.0,329.0,5037.0
2016-11-24,3분위수,98.0,224.0,9413.0,196.0,5382.0
2016-11-24,4분위수,147.0,301.0,10378.0,490.0,7465.0
2016-11-25,1분위수,63.0,182.0,8760.0,315.0,4843.0
2016-11-25,2분위수,91.0,210.0,9366.0,315.0,5300.0
2016-11-25,3분위수,98.0,238.0,9301.0,231.0,5212.0
2016-11-25,4분위수,175.0,189.0,9914.0,434.0,7940.0
2016-11-26,1분위수,56.0,161.0,8324.0,266.0,5158.0
2016-11-26,2분위수,91.0,315.0,9601.0,315.0,6508.0
2016-11-26,3분위수,133.0,196.0,9137.0,322.0,5411.0
2016-11-26,4분위수,245.0,343.0,8769.0,560.0,8544.0
2016-11-27,1분위수,63.0,154.0,8223.0,315.0,4577.0
2016-11-27,2분위수,84.0,133.0,10601.0,385.0,6390.0
2016-11-27,3분위수,84.0,203.0,9519.0,392.0,6377.0
2016-11-27,4분위수,147.0,441.0,11369.0,448.0,9359.0
2016-11-28,1분위수,91.0,112.0,7085.0,280.0,3415.0
2016-11-28,2분위수,35.0,119.0,8040.0,287.0,5124.0
2016-11-28,3분위수,63.0,126.0,8581.0,420.0,5402.0
2016-11-28,4분위수,231.0,301.0,9800.0,504.0,7214.0
2016-11-29,1분위수,98.0,147.0,7550.0,308.0,4153.0
2016-11-29,2분위수,147.0,161.0,10542.0,350.0,6106.0
2016-11-29,3분위수,42.0,147.0,9387.0,301.0,5228.0
2016-11-29,4분위수,112.0,378.0,11236.0,441.0,7787.0
2016-11-30,1분위수,63.0,140.0,7370.0,287.0,4133.0
2016-11-30,2분위수,105.0,175.0,10211.0,392.0,4564.0
2016-11-30,3분위수,84.0,168.0,8793.0,259.0,5299.0
2016-11-30,4분위수,189.0,280.0,10667.0,553.0,10366.0
2016-12-01,1분위수,98.0,196.0,8389.0,294.0,4168.0
2016-12-01,2분위수,56.0,161.0,8669.0,329.0,5488.0
2016-12-01,3분위수,63.0,210.0,10008.0,245.0,5714.0
2016-12-01,4분위수,210.0,287.0,10798.0,504.0,8254.0
2016-12-02,1분위수,56.0,189.0,8855.0,301.0,5352.0
2016-12-02,2분위수,63.0,182.0,8377.0,399.0,5986.0
2016-12-02,3분위수,49.0,210.0,9786.0,287.0,5269.0
2016-12-02,4분위수,133.0,259.0,10060.0,588.0,8060.0
2016-12-03,1분위수,161.0,126.0,9738.0,287.0,5243.0
2016-12-03,2분위수,56.0,224.0,9538.0,308.0,6404.0
2016-12-03,3분위수,49.0,245.0,8948.0,420.0,6656.0
2016-12-03,4분위수,133.0,336.0,9273.0,637.0,9312.0
2016-12-04,1분위수,56.0,112.0,9267.0,273.0,5437.0
2016-12-04,2분위수,133.0,217.0,9545.0,252.0,6163.0
2016-12-04,3분위수,77.0,196.0,8666.0,217.0,6425.0
2016-12-04,4분위수,189.0,294.0,10485.0,420.0,8959.0
2016-12-05,1분위수,70.0,154.0,8342.0,196.0,4732.0
2016-12-05,2분위수,140.0,189.0,8535.0,266.0,5255.0
2016-12-05,3분위수,133.0,203.0,9991.0,301.0,4620.0
2016-12-05,4분위수,210.0,315.0,11003.0,532.0,8790.0
2016-12-06,1분위수,63.0,133.0,9036.0,371.0,4857.0
2016-12-06,2분위수,98.0,112.0,9568.0,357.0,5190.0
2016-12-06,3분위수,105.0,147.0,10178.0,329.0,4250.0
2016-12-06,4분위수,168.0,252.0,11311.0,462.0,7764.0
2016-12-07,1분위수,42.0,126.0,6926.0,280.0,4302.0
2016-12-07,2분위수,84.0,238.0,7993.0,322.0,5374.0
2016-12-07,3분위수,84.0,98.0,9351.0,350.0,5394.0
2016-12-07,4분위수,161.0,350.0,9931.0,448.0,8009.0
2016-12-08,1분위수,49.0,161.0,8106.0,238.0,4871.0
2016-12-08,2분위수,126.0,196.0,8780.0,364.0,5139.0
2016-12-08,3분위수,91.0,196.0,8951.0,308.0,4742.0
2016-12-08,4분위수,140.0,343.0,9765.0,413.0,9481.0
2016-12-09,1분위수,84.0,175.0,8015.0,357.0,5494.0
2016-12-09,2분위수,63.0,266.0,8806.0,308.0,6297.0
2016-12-09,3분위수,105.0,161.0,8531.0,301.0,5157.0
2016-12-09,4분위수,231.0,448.0,9145.0,532.0,7833.0
2016-12-10,1분위수,112.0,105.0,7841.0,238.0,4943.0
2016-12-10,2분위수,98.0,231.0,9200.0,350.0,6741.0
2016-12-10,3분위수,63.0,147.0,9140.0,434.0,6460.0
2016-12-10,4분위수,175.0,252.0,10621.0,532.0,9474.0
2016-12-11,1분위수,98.0,91.0,8106.0,217.0,4748.0
2016-12-11,2분위수,91.0,112.0,10596.0,322.0,6686.0
2016-12-11,3분위수,112.0,224.0,7959.0,378.0,6039.0
2016-12-11,4분위수,217.0,245.0,9675.0,714.0,9895.0
2016-12-12,1분위수,112.0,133.0,7894.0,217.0,4237.0
2016-12-12,2분위수,70.0,105.0,9614.0,231.0,5512.0
2016-12-12,3분위수,91.0,133.0,9844.0,259.0,5305.0
2016-12-12,4분위수,154.0,280.0,9437.0,511.0,7326.0
2016-12-13,1분위수,63.0,105.0,7855.0,287.0,4153.0
2016-12-13,2분위수,112.0,182.0,9634.0,259.0,5610.0
2016-12-13,3분위수,91.0,98.0,8554.0,287.0,4767.0
2016-12-13,4분위수,147.0,140.0,9849.0,406.0,8721.0
2016-12-14,1분위수,133.0,91.0,7768.0,252.0,4414.0
2016-12-14,2분위수,105.0,119.0,9638.0,322.0,5939.0
2016-12-14,3분위수,147.0,231.0,9269.0,238.0,4704.0
2016-12-14,4분위수,175.0,273.0,10984.0,315.0,7631.0
2016-12-15,1분위수,175.0,147.0,10277.0,189.0,4287.0
2016-12-15,2분위수,154.0,231.0,9529.0,413.0,4504.0
2016-12-15,3분위수,168.0,182.0,9609.0,231.0,4860.0
2016-12-15,4분위수,224.0,308.0,10828.0,553.0,9035.0
2016-12-16,1분위수,168.0,133.0,8358.0,203.0,4826.0
2016-12-16,2분위수,84.0,210.0,8040.0,294.0,5405.0
2016-12-16,3분위수,84.0,175.0,9205.0,378.0,5049.0
2016-12-16,4분위수,273.0,238.0,9665.0,525.0,7581.0
2016-12-17,1분위수,70.0,91.0,8561.0,210.0,5019.0
2016-12-17,2분위수,91.0,189.0,8842.0,301.0,6403.0
2016-12-17,3분위수,84.0,273.0,8518.0,280.0,7457.0
2016-12-17,4분위수,210.0,287.0,10778.0,532.0,9448.0
2016-12-18,1분위수,63.0,119.0,7836.0,294.0,4995.0
2016-12-18,2분위수,91.0,140.0,9433.0,392.0,6042.0
2016-12-18,3분위수,98.0,133.0,9163.0,399.0,6137.0
2016-12-18,4분위수,210.0,252.0,10700.0,455.0,9374.0
2016-12-19,1분위수,98.0,168.0,7740.0,245.0,4605.0
2016-12-19,2분위수,70.0,231.0,8679.0,280.0,5310.0
2016-12-19,3분위수,161.0,133.0,9553.0,434.0,5308.0
2016-12-19,4분위수,133.0,259.0,10360.0,427.0,8474.0
2016-12-20,1분위수,105.0,154.0,7849.0,182.0,4665.0
2016-12-20,2분위수,84.0,196.0,8951.0,308.0,5118.0
2016-12-20,3분위수,140.0,168.0,8104.0,273.0,5374.0
2016-12-20,4분위수,196.0,308.0,11124.0,609.0,9481.0
2016-12-21,1분위수,119.0,105.0,7427.0,273.0,4339.0
2016-12-21,2분위수,133.0,161.0,8915.0,280.0,5203.0
2016-12-21,3분위수,91.0,161.0,8972.0,322.0,4825.0
2016-12-21,4분위수,147.0,308.0,10707.0,490.0,8144.0
2016-12-22,1분위수,63.0,203.0,8198.0,259.0,4097.0
2016-12-22,2분위수,77.0,203.0,9576.0,252.0,5444.0
2016-12-22,3분위수,112.0,161.0,9488.0,266.0,4768.0
2016-12-22,4분위수,210.0,329.0,10584.0,490.0,8454.0
2016-12-23,1분위수,98.0,175.0,8707.0,273.0,4320.0
2016-12-23,2분위수,168.0,217.0,9153.0,301.0,6078.0
2016-12-23,3분위수,112.0,224.0,8509.0,364.0,5645.0
2016-12-23,4분위수,196.0,308.0,10990.0,532.0,9121.0
2016-12-24,1분위수,77.0,147.0,9201.0,161.0,5051.0
2016-12-24,2분위수,126.0,147.0,8655.0,357.0,6458.0
2016-12-24,3분위수,91.0,280.0,8830.0,420.0,5676.0
2016-12-24,4분위수,196.0,329.0,11845.0,553.0,8727.0
2016-12-25,1분위수,77.0,203.0,7414.0,399.0,5211.0
2016-12-25,2분위수,126.0,168.0,8256.0,371.0,6114.0
2016-12-25,3분위수,112.0,147.0,9981.0,350.0,6789.0
2016-12-25,4분위수,245.0,427.0,9844.0,637.0,8734.0
2016-12-26,1분위수,70.0,77.0,8222.0,273.0,4144.0
2016-12-26,2분위수,98.0,196.0,8779.0,413.0,4991.0
2016-12-26,3분위수,154.0,112.0,9859.0,238.0,4570.0
2016-12-26,4분위수,252.0,301.0,10605.0,518.0,8158.0
2016-12-27,1분위수,70.0,112.0,8779.0,210.0,3696.0
2016-12-27,2분위수,119.0,189.0,9392.0,266.0,4610.0
2016-12-27,3분위수,84.0,98.0,8893.0,308.0,4404.0
2016-12-27,4분위수,168.0,287.0,10213.0,588.0,7926.0
2016-12-28,1분위수,35.0,140.0,8254.0,266.0,3978.0
2016-12-28,2분위수,105.0,161.0,9040.0,343.0,4829.0
2016-12-28,3분위수,140.0,98.0,9055.0,301.0,4792.0
2016-12-28,4분위수,189.0,308.0,9894.0,434.0,7601.0
2016-12-29,1분위수,133.0,133.0,7647.0,210.0,3923.0
2016-12-29,2분위수,84.0,140.0,9502.0,308.0,4361.0
2016-12-29,3분위수,112.0,140.0,9554.0,217.0,4813.0
2016-12-29,4분위수,238.0,259.0,8743.0,539.0,7195.0
2016-12-30,1분위수,70.0,126.0,8818.0,266.0,5027.0
2016-12-30,2분위수,42.0,217.0,9838.0,490.0,5647.0
2016-12-30,3분위수,112.0,140.0,9229.0,322.0,5254.0
2016-12-30,4분위수,112.0,245.0,10494.0,574.0,8874.0
2016-12-31,1분위수,35.0,105.0,9500.0,210.0,6208.0
2016-12-31,2분위수,70.0,161.0,9238.0,371.0,6747.0
2016-12-31,3분위수,70.0,175.0,9849.0,245.0,6676.0
2016-12-31,4분위수,238.0,343.0,10623.0,546.0,9427.0
2017-01-01,1분위수,70.0,91.0,7997.0,175.0,4841.0
2017-01-01,2분위수,91.0,105.0,9546.0,315.0,6987.0
2017-01-01,3분위수,70.0,105.0,9865.0,378.0,5908.0
2017-01-01,4분위수,133.0,252.0,10456.0,476.0,9105.0
2017-01-02,1분위수,154.0,112.0,8193.0,175.0,3209.0
2017-01-02,2분위수,217.0,133.0,9613.0,497.0,4830.0
2017-01-02,3분위수,91.0,91.0,10470.0,266.0,4332.0
2017-01-02,4분위수,273.0,357.0,10414.0,483.0,8778.0
2017-01-03,1분위수,77.0,140.0,8180.0,245.0,4129.0
2017-01-03,2분위수,175.0,161.0,9269.0,343.0,4665.0
2017-01-03,3분위수,175.0,133.0,9013.0,280.0,4868.0
2017-01-03,4분위수,133.0,343.0,11047.0,448.0,9061.0
2017-01-04,1분위수,63.0,84.0,8404.0,259.0,4254.0
2017-01-04,2분위수,140.0,140.0,8997.0,336.0,4894.0
2017-01-04,3분위수,161.0,105.0,8148.0,217.0,4885.0
2017-01-04,4분위수,140.0,280.0,10385.0,532.0,8405.0
2017-01-05,1분위수,126.0,140.0,7815.0,294.0,3992.0
2017-01-05,2분위수,49.0,245.0,9511.0,350.0,5516.0
2017-01-05,3분위수,112.0,147.0,9276.0,266.0,4359.0
2017-01-05,4분위수,182.0,280.0,9874.0,567.0,8982.0
2017-01-06,1분위수,77.0,133.0,9131.0,350.0,4854.0
2017-01-06,2분위수,56.0,210.0,10193.0,469.0,4875.0
2017-01-06,3분위수,98.0,140.0,8441.0,371.0,5213.0
2017-01-06,4분위수,161.0,378.0,10519.0,504.0,10500.0
2017-01-07,1분위수,98.0,98.0,8083.0,294.0,5258.0
2017-01-07,2분위수,119.0,196.0,9694.0,259.0,6270.0
2017-01-07,3분위수,63.0,168.0,9973.0,287.0,6549.0
2017-01-07,4분위수,133.0,378.0,9344.0,588.0,10148.0
2017-01-08,1분위수,56.0,91.0,7840.0,259.0,4763.0
2017-01-08,2분위수,63.0,203.0,8611.0,357.0,6290.0
2017-01-08,3분위수,126.0,168.0,7783.0,385.0,7063.0
2017-01-08,4분위수,133.0,245.0,8978.0,511.0,8827.0
2017-01-09,1분위수,126.0,112.0,8196.0,175.0,3493.0
2017-01-09,2분위수,63.0,147.0,10102.0,308.0,4854.0
2017-01-09,3분위수,126.0,105.0,8283.0,329.0,4154.0
2017-01-09,4분위수,119.0,175.0,11136.0,574.0,8308.0
2017-01-10,1분위수,63.0,84.0,8406.0,371.0,4226.0
2017-01-10,2분위수,112.0,133.0,8839.0,329.0,4053.0
2017-01-10,3분위수,49.0,119.0,9091.0,231.0,4229.0
2017-01-10,4분위수,196.0,301.0,10504.0,602.0,7554.0
2017-01-11,1분위수,105.0,133.0,8762.0,259.0,4161.0
2017-01-11,2분위수,98.0,105.0,8655.0,259.0,4308.0
2017-01-11,3분위수,168.0,70.0,10301.0,385.0,3968.0
2017-01-11,4분위수,217.0,161.0,10512.0,511.0,8204.0
2017-01-12,1분위수,84.0,98.0,9424.0,371.0,3980.0
2017-01-12,2분위수,91.0,168.0,8688.0,273.0,4706.0
2017-01-12,3분위수,119.0,105.0,9269.0,196.0,4331.0
2017-01-12,4분위수,168.0,294.0,10154.0,546.0,8599.0
2017-01-13,1분위수,119.0,154.0,9671.0,322.0,4246.0
2017-01-13,2분위수,56.0,105.0,9246.0,441.0,4711.0
2017-01-13,3분위수,140.0,105.0,9091.0,322.0,3731.0
2017-01-13,4분위수,161.0,273.0,8908.0,525.0,7819.0
2017-01-14,1분위수,98.0,98.0,9397.0,231.0,4314.0
2017-01-14,2분위수,112.0,210.0,8154.0,301.0,5284.0
2017-01-14,3분위수,105.0,217.0,9466.0,350.0,5583.0
2017-01-14,4분위수,168.0,238.0,9651.0,602.0,8848.0
2017-01-15,1분위수,70.0,84.0,8868.0,217.0,3948.0
2017-01-15,2분위수,119.0,112.0,9222.0,399.0,5171.0
2017-01-15,3분위수,112.0,119.0,7777.0,322.0,5185.0
2017-01-15,4분위수,224.0,301.0,9313.0,490.0,8396.0
2017-01-16,1분위수,49.0,28.0,8138.0,273.0,3699.0
2017-01-16,2분위수,91.0,161.0,8276.0,301.0,4103.0
2017-01-16,3분위수,105.0,70.0,9372.0,322.0,3883.0
2017-01-16,4분위수,126.0,252.0,10386.0,343.0,8649.0
2017-01-17,1분위수,91.0,154.0,8711.0,231.0,3622.0
2017-01-17,2분위수,98.0,112.0,8986.0,280.0,5074.0
2017-01-17,3분위수,112.0,77.0,9480.0,266.0,4545.0
2017-01-17,4분위수,168.0,266.0,9561.0,560.0,7870.0
2017-01-18,1분위수,238.0,77.0,8197.0,322.0,3766.0
2017-01-18,2분위수,147.0,161.0,8984.0,385.0,4803.0
2017-01-18,3분위수,133.0,126.0,8315.0,280.0,4206.0
2017-01-18,4분위수,336.0,357.0,10553.0,476.0,9337.0
2017-01-19,1분위수,70.0,49.0,9165.0,315.0,3919.0
2017-01-19,2분위수,161.0,217.0,9212.0,371.0,4425.0
2017-01-19,3분위수,189.0,112.0,10078.0,301.0,4482.0
2017-01-19,4분위수,287.0,301.0,10610.0,518.0,8708.0
2017-01-20,1분위수,56.0,105.0,8911.0,280.0,3744.0
2017-01-20,2분위수,112.0,147.0,9086.0,252.0,5928.0
2017-01-20,3분위수,63.0,133.0,9495.0,224.0,4090.0
2017-01-20,4분위수,182.0,301.0,7686.0,525.0,8332.0
2017-01-21,1분위수,91.0,91.0,8680.0,182.0,5061.0
2017-01-21,2분위수,98.0,154.0,8350.0,392.0,5650.0
2017-01-21,3분위수,84.0,189.0,9450.0,259.0,5840.0
2017-01-21,4분위수,175.0,294.0,7641.0,567.0,7948.0
2017-01-22,1분위수,77.0,49.0,8198.0,287.0,4260.0
2017-01-22,2분위수,98.0,105.0,8402.0,350.0,4791.0
2017-01-22,3분위수,112.0,112.0,8617.0,350.0,5309.0
2017-01-22,4분위수,196.0,266.0,7765.0,525.0,7929.0
2017-01-23,1분위수,126.0,84.0,7901.0,252.0,3273.0
2017-01-23,2분위수,56.0,133.0,9254.0,329.0,3971.0
2017-01-23,3분위수,112.0,70.0,8862.0,336.0,4198.0
2017-01-23,4분위수,154.0,252.0,9567.0,511.0,7861.0
2017-01-24,1분위수,119.0,63.0,8749.0,196.0,3347.0
2017-01-24,2분위수,84.0,98.0,7976.0,343.0,4796.0
2017-01-24,3분위수,105.0,133.0,9321.0,147.0,3973.0
2017-01-24,4분위수,112.0,259.0,10024.0,644.0,7197.0
2017-01-25,1분위수,91.0,42.0,7622.0,343.0,3561.0
2017-01-25,2분위수,70.0,119.0,9776.0,336.0,4790.0
2017-01-25,3분위수,77.0,91.0,9435.0,315.0,4396.0
2017-01-25,4분위수,147.0,231.0,10743.0,546.0,8213.0
