date.gs,마스크_01,스타킹_01,스테디셀러_01,일회용품_01,"계절성(여름,겨울)_01",마스크_02,스타킹_02,스테디셀러_02,일회용품_02,"계절성(여름,겨울)_02",마스크_03,스타킹_03,스테디셀러_03,일회용품_03,"계절성(여름,겨울)_03",마스크_04,스타킹_04,스테디셀러_04,일회용품_04,"계절성(여름,겨울)_04",스테디셀러_la,우상향상품_la,"계절성(가을,겨울)_la",계절성(여름)_la,최대기온,최대풍속,최소기온,평균기온,평균풍속,총강수량,일교차,미세먼지농도(㎍/㎥),미세먼지언급량,맛집언급량,취미언급량,건강언급량,데이터언급량
2016-08-30,42.0,84.0,8099.0,322.0,6807.0,49.0,189.0,8751.0,343.0,8108.0,35.0,126.0,9700.0,329.0,7064.0,84.0,343.0,10078.0,483.0,8739.0,50570.0,7863.0,4550.0,10405.0,24.803999999999995,4.668,17.912,20.84,2.164,0.0,6.892,27.333333333333336,571,9356,2708,10418,3216
2016-08-31,14.0,140.0,9551.0,280.0,6358.0,56.0,119.0,8545.0,266.0,7369.0,28.0,189.0,9751.0,378.0,7114.0,84.0,301.0,10218.0,518.0,8882.0,44113.0,7974.0,3928.0,7122.0,20.416,5.0280000000000005,16.355999999999998,18.264,2.604,20.34,4.06,39.66666666666667,508,8870,2834,10553,3148
2016-09-01,28.0,119.0,9587.0,224.0,7522.0,28.0,224.0,8137.0,315.0,7762.0,14.0,91.0,9839.0,371.0,9735.0,49.0,252.0,9941.0,392.0,9149.0,81695.0,16573.0,6661.0,12913.0,29.283999999999995,6.408,16.531999999999996,23.772,2.2479999999999998,0.0,12.752,52.0,1158,8648,2851,10119,3247
2016-09-02,35.0,133.0,9769.0,294.0,7428.0,21.0,245.0,9136.0,406.0,8399.0,21.0,126.0,8632.0,280.0,7938.0,70.0,245.0,11577.0,532.0,7824.0,61329.0,16176.0,5820.0,12768.0,28.66,4.584,19.776,23.895999999999994,2.164,5.98,8.884,34.5,452,8527,2746,13513,3287
2016-09-03,21.0,126.0,8774.0,224.0,8408.0,21.0,189.0,9711.0,315.0,7911.0,28.0,203.0,8957.0,434.0,9755.0,84.0,175.0,11433.0,623.0,7792.0,90199.0,17776.0,6330.0,14339.0,28.648,3.1199999999999988,20.576,23.884,1.32,0.42,8.072000000000001,17.0,272,6786,2617,6680,3165
2016-09-04,14.0,56.0,8636.0,280.0,7976.0,14.0,140.0,10319.0,266.0,9143.0,28.0,98.0,9132.0,455.0,8190.0,35.0,294.0,10272.0,525.0,8988.0,74825.0,13950.0,6373.0,12556.0,29.68800000000001,2.86,21.956000000000003,25.58400000000001,1.2,0.0,7.731999999999998,17.0,261,6977,2961,6955,3679
2016-09-05,21.0,98.0,7981.0,238.0,7880.0,56.0,119.0,8269.0,350.0,7557.0,14.0,105.0,9317.0,371.0,8809.0,49.0,238.0,9420.0,623.0,7851.0,77748.0,17596.0,5526.0,14264.0,31.107999999999997,3.448,22.66800000000001,26.2,1.256,0.0,8.44,26.0,547,8652,2872,10426,3888
2016-09-06,14.0,112.0,7954.0,420.0,6981.0,63.0,154.0,9730.0,378.0,9402.0,28.0,84.0,10379.0,266.0,7816.0,84.0,259.0,10931.0,420.0,9287.0,72239.0,15854.0,5893.0,12005.0,29.24000000000001,3.4559999999999995,20.84,24.636,1.4240000000000004,0.0,8.4,51.0,2125,8009,2681,9845,3376
2016-09-07,84.0,84.0,8091.0,252.0,7900.0,70.0,133.0,10422.0,315.0,9180.0,105.0,168.0,9501.0,385.0,7210.0,182.0,252.0,12663.0,651.0,9391.0,84162.0,18831.0,6116.0,15214.0,28.612,2.9920000000000004,20.98,24.236,1.24,1.84,7.6320000000000014,60.0,5663,7297,2700,10275,3410
2016-09-08,42.0,119.0,9439.0,315.0,7234.0,42.0,175.0,9712.0,406.0,8154.0,49.0,56.0,9197.0,406.0,8246.0,126.0,336.0,9375.0,574.0,8668.0,46883.0,7826.0,3600.0,7923.0,26.584,3.4560000000000004,20.380000000000006,22.788,1.0119999999999998,7.28,6.2040000000000015,47.0,2293,6763,2628,9715,3079
2016-09-09,35.0,98.0,9397.0,273.0,7032.0,21.0,203.0,9166.0,350.0,8325.0,35.0,154.0,10195.0,406.0,8896.0,77.0,287.0,10201.0,539.0,8610.0,44584.0,8154.0,4217.0,8983.0,28.91999999999999,3.207999999999999,19.952000000000012,23.66,1.18,0.91,8.968000000000002,34.0,1422,6509,2860,9095,3194
2016-09-10,21.0,42.0,9449.0,259.0,8984.0,21.0,238.0,8723.0,273.0,8385.0,28.0,119.0,8723.0,287.0,8061.0,84.0,245.0,10569.0,518.0,9105.0,51733.0,9103.0,5786.0,10036.0,28.788,2.764000000000001,19.912,23.939999999999994,1.172,0.0,8.876,32.0,714,5596,2622,5882,3021
2016-09-11,0.0,112.0,7388.0,252.0,7150.0,56.0,189.0,8714.0,315.0,8853.0,28.0,105.0,9089.0,336.0,7888.0,84.0,287.0,8822.0,553.0,7394.0,42174.0,8189.0,4619.0,8660.0,28.044,3.008,21.68,24.324000000000005,1.304,0.06,6.364,33.0,514,6143,3015,6404,3404
2016-09-12,7.0,98.0,7881.0,434.0,6925.0,28.0,168.0,9119.0,273.0,8078.0,42.0,140.0,9613.0,378.0,8752.0,77.0,238.0,10397.0,595.0,10947.0,45241.0,9210.0,3638.0,6540.0,28.75,4.580000000000001,21.148000000000003,23.442,1.4380000000000004,2.72,7.602,23.0,701,7649,2570,9593,3304
2016-09-13,42.0,105.0,8578.0,189.0,7839.0,35.0,154.0,9147.0,350.0,8260.0,77.0,133.0,9055.0,392.0,8643.0,91.0,280.0,9311.0,546.0,9176.0,55055.0,9243.0,3819.0,9605.0,30.228,3.072,19.508000000000006,24.36399999999999,1.364,0.28,10.72,14.0,531,6452,3267,8726,3433
2016-09-14,14.0,70.0,7674.0,189.0,8415.0,42.0,84.0,9100.0,476.0,9034.0,21.0,42.0,9546.0,308.0,7407.0,56.0,224.0,10788.0,455.0,8429.0,44227.0,7572.0,3165.0,5781.0,28.640000000000004,3.3840000000000012,20.776,24.256,1.248,0.98,7.863999999999999,26.0,328,4576,3064,6375,3327
2016-09-15,14.0,56.0,8950.0,266.0,7846.0,28.0,77.0,9174.0,441.0,9197.0,35.0,91.0,9031.0,483.0,8072.0,42.0,217.0,10523.0,553.0,8682.0,39042.0,6440.0,2831.0,6215.0,29.216,2.6839999999999997,18.868000000000006,23.643999999999995,1.0599999999999998,0.0,10.348,34.0,288,3806,3346,5641,3142
2016-09-16,7.0,42.0,8154.0,238.0,8037.0,28.0,63.0,10702.0,441.0,9727.0,14.0,91.0,9111.0,280.0,8406.0,28.0,154.0,11384.0,602.0,8999.0,55207.0,8813.0,3925.0,7055.0,29.200000000000006,2.604,20.368000000000006,24.311999999999994,1.084,0.0,8.832,40.0,354,4434,3117,5695,3547
2016-09-17,7.0,84.0,8682.0,168.0,7765.0,42.0,119.0,9838.0,378.0,8728.0,28.0,168.0,10436.0,294.0,8238.0,56.0,301.0,10303.0,707.0,9285.0,47801.0,10160.0,4765.0,9460.0,27.456,4.912,18.424,22.871999999999996,2.104,8.84,9.032,24.0,352,5182,3245,6214,3627
2016-09-18,35.0,56.0,7373.0,182.0,7333.0,14.0,126.0,9488.0,350.0,8554.0,42.0,70.0,9414.0,322.0,7497.0,91.0,196.0,10268.0,546.0,8914.0,45894.0,7822.0,4582.0,9603.0,27.412,4.2,20.192,23.228,2.224,0.0,7.22,18.0,346,5932,3175,6608,3839
2016-09-19,14.0,126.0,6658.0,294.0,6692.0,28.0,189.0,8960.0,203.0,7809.0,21.0,161.0,10642.0,329.0,7324.0,119.0,259.0,11009.0,504.0,9588.0,59908.0,8703.0,5128.0,9491.0,27.17600000000001,4.6880000000000015,18.228,21.652,2.4519999999999995,0.0,8.948000000000002,11.0,545,7106,2768,9726,3603
2016-09-20,42.0,154.0,8853.0,252.0,6621.0,56.0,238.0,8922.0,322.0,8333.0,35.0,182.0,9806.0,329.0,7473.0,98.0,203.0,10616.0,553.0,8564.0,44217.0,7200.0,4580.0,8514.0,25.984,4.504,15.371999999999998,20.404000000000003,2.28,0.0,10.612,15.0,614,6836,2693,9944,3457
2016-09-21,28.0,161.0,8245.0,238.0,6326.0,7.0,238.0,9208.0,427.0,7706.0,35.0,98.0,9974.0,315.0,7623.0,77.0,357.0,11471.0,623.0,9740.0,42369.0,8158.0,4622.0,7304.0,24.723999999999997,3.4079999999999995,14.548000000000002,19.828000000000007,1.5799999999999994,0.0,10.175999999999998,29.0,550,7015,2655,10084,3196
2016-09-22,0.0,175.0,8826.0,378.0,7246.0,0.0,189.0,8518.0,371.0,8015.0,28.0,217.0,10220.0,287.0,7712.0,98.0,308.0,11355.0,574.0,9362.0,50711.0,8772.0,4581.0,7421.0,26.212,2.988,17.387999999999998,21.084,1.376,0.0,8.824,33.0,574,6742,2771,9948,3074
2016-09-23,21.0,161.0,9082.0,301.0,6867.0,42.0,238.0,9766.0,413.0,8834.0,56.0,273.0,8824.0,441.0,8394.0,91.0,322.0,10065.0,539.0,9901.0,38819.0,8520.0,5785.0,9349.0,26.796,2.7840000000000003,16.072,21.131999999999998,1.1880000000000002,0.0,10.723999999999998,43.0,594,6635,2714,9125,3139
2016-09-24,14.0,98.0,8885.0,378.0,7371.0,21.0,252.0,9248.0,357.0,7357.0,21.0,196.0,9376.0,301.0,8537.0,119.0,315.0,10582.0,511.0,7265.0,49217.0,10049.0,4698.0,10408.0,28.056000000000004,2.932,16.799999999999994,21.968,1.156,0.0,11.255999999999998,52.0,502,5262,2527,6352,3184
2016-09-25,28.0,91.0,8177.0,315.0,6933.0,70.0,189.0,8483.0,406.0,7826.0,56.0,203.0,9433.0,357.0,8480.0,112.0,399.0,11493.0,728.0,7326.0,57386.0,9467.0,4404.0,9274.0,28.704,2.68,18.543999999999997,22.648,0.968,0.0,10.16,40.0,865,5633,2970,6387,3812
2016-09-26,14.0,175.0,7725.0,406.0,6441.0,21.0,126.0,8800.0,266.0,8492.0,21.0,133.0,9641.0,308.0,8147.0,140.0,210.0,10760.0,455.0,9872.0,42324.0,7460.0,3779.0,8250.0,28.032,3.388,19.564,23.3,1.248,0.0,8.467999999999998,36.0,821,7366,2871,10050,4080
2016-09-27,7.0,175.0,8393.0,259.0,6069.0,21.0,154.0,9736.0,357.0,7256.0,28.0,189.0,8501.0,420.0,6248.0,56.0,322.0,10754.0,560.0,9313.0,40755.0,8120.0,3167.0,6763.0,23.719999999999995,3.164,18.664000000000005,20.62,1.0000000000000002,14.04,5.056,28.0,608,7067,2709,10154,3485
2016-09-28,28.0,126.0,7711.0,252.0,6001.0,35.0,294.0,9241.0,315.0,7915.0,56.0,203.0,9019.0,364.0,6913.0,105.0,231.0,11511.0,658.0,9204.0,54947.0,8737.0,4219.0,6726.0,22.14,2.648000000000001,18.512000000000004,20.092,0.92,0.36,3.628,28.0,561,6852,2861,10379,3232
2016-09-29,35.0,203.0,8196.0,245.0,6805.0,56.0,196.0,9783.0,350.0,7484.0,49.0,203.0,8779.0,245.0,7483.0,98.0,322.0,9570.0,483.0,9139.0,40857.0,8153.0,4216.0,7452.0,23.92400000000001,4.1080000000000005,18.176,20.176,2.112,0.0,5.747999999999998,11.0,598,6690,2695,9993,3629
2016-09-30,21.0,196.0,9773.0,336.0,7494.0,42.0,175.0,10236.0,462.0,8645.0,56.0,217.0,8774.0,406.0,7603.0,98.0,315.0,10173.0,490.0,8808.0,38817.0,8629.0,3455.0,10149.0,24.0,2.532,17.808,20.436,1.1280000000000003,0.0,6.1919999999999975,26.0,488,6555,2599,9872,3312
2016-10-01,49.0,133.0,8774.0,203.0,6609.0,7.0,266.0,9612.0,301.0,9198.0,77.0,133.0,9254.0,343.0,7847.0,70.0,371.0,9679.0,644.0,8960.0,48051.0,10853.0,4950.0,11020.0,25.06,2.331999999999999,17.579999999999995,20.784,0.9640000000000002,0.0,7.48,39.0,325,5316,2528,6868,3328
2016-10-02,21.0,126.0,8918.0,231.0,5936.0,63.0,168.0,8954.0,315.0,8438.0,28.0,175.0,10160.0,336.0,7662.0,112.0,196.0,10215.0,567.0,9132.0,45598.0,6547.0,4108.0,7452.0,22.712,5.003999999999999,16.936,19.324,1.864,16.2,5.775999999999998,25.0,325,5535,2813,6754,3685
2016-10-03,0.0,119.0,7727.0,168.0,6670.0,35.0,217.0,9969.0,350.0,8638.0,49.0,126.0,9983.0,364.0,8375.0,42.0,301.0,9902.0,588.0,10579.0,42064.0,10269.0,3819.0,10262.0,27.724,5.192,18.768,22.772,1.836,7.96,8.956,14.0,399,6224,3191,7065,3842
2016-10-04,28.0,119.0,7696.0,350.0,6835.0,28.0,280.0,8981.0,406.0,8157.0,28.0,231.0,8754.0,490.0,6606.0,154.0,252.0,11371.0,658.0,10245.0,54761.0,7713.0,3307.0,8072.0,28.147999999999996,3.764000000000001,15.800000000000002,21.816,1.828,0.0,12.348000000000004,24.0,480,7281,2996,9921,3613
2016-10-05,14.0,217.0,7252.0,231.0,6286.0,35.0,196.0,8865.0,392.0,7780.0,35.0,245.0,8833.0,301.0,7353.0,119.0,371.0,10774.0,658.0,9247.0,44838.0,8191.0,4327.0,8476.0,26.736,4.292000000000002,17.708000000000006,21.124,2.1599999999999997,0.0,9.027999999999999,23.0,493,7147,2825,10278,3268
2016-10-06,28.0,147.0,8356.0,280.0,5448.0,35.0,280.0,9255.0,469.0,7519.0,21.0,217.0,9320.0,287.0,6821.0,56.0,224.0,9852.0,567.0,9276.0,44039.0,8991.0,4113.0,9058.0,23.392,3.403999999999999,13.836000000000002,18.096,1.5719999999999998,0.0,9.556,35.0,471,6994,2707,9566,3116
2016-10-07,21.0,154.0,8836.0,259.0,5804.0,21.0,245.0,9758.0,287.0,7657.0,42.0,294.0,9570.0,350.0,6836.0,105.0,308.0,11193.0,518.0,8450.0,39587.0,8733.0,4146.0,6835.0,24.227999999999994,3.896,16.103999999999996,19.42,1.896,1.66,8.124000000000002,21.0,432,6710,2667,9234,3116
2016-10-08,14.0,105.0,8540.0,259.0,6722.0,105.0,301.0,9212.0,406.0,7022.0,84.0,322.0,8666.0,476.0,6677.0,126.0,455.0,10739.0,469.0,9164.0,54505.0,9576.0,4765.0,9679.0,22.052000000000003,5.287999999999999,10.788,16.904,2.144,5.86,11.264,19.0,292,5358,2641,6194,3170
2016-10-09,70.0,280.0,9625.0,259.0,5910.0,91.0,336.0,8018.0,308.0,7524.0,63.0,273.0,8567.0,287.0,7660.0,133.0,399.0,10744.0,609.0,8385.0,39542.0,8849.0,4655.0,9242.0,16.604,4.256,7.5520000000000005,11.699999999999998,2.148000000000001,0.0,9.052,16.0,366,5358,2765,6572,3490
2016-10-10,28.0,210.0,7244.0,287.0,4993.0,35.0,217.0,9309.0,336.0,6652.0,56.0,350.0,8265.0,210.0,6098.0,119.0,315.0,10770.0,406.0,8523.0,53743.0,8230.0,5421.0,8332.0,20.116,3.112,8.18,13.571999999999996,1.308,0.0,11.936,24.0,563,7045,2794,10704,4000
2016-10-11,49.0,280.0,7818.0,364.0,6030.0,70.0,287.0,10133.0,357.0,7400.0,56.0,196.0,9725.0,308.0,6493.0,126.0,413.0,10486.0,581.0,9702.0,37910.0,8446.0,4836.0,8620.0,20.704,2.968,10.376,15.507999999999996,1.232,0.0,10.328,44.0,575,6714,2630,13088,3185
2016-10-12,28.0,189.0,7944.0,308.0,4742.0,70.0,259.0,8939.0,294.0,7391.0,49.0,210.0,8558.0,280.0,6437.0,154.0,217.0,10574.0,525.0,9233.0,45889.0,8300.0,5421.0,8471.0,20.28,3.192,11.624,15.339999999999998,1.4199999999999997,0.0,8.656,47.0,794,6770,2793,10558,3473
2016-10-13,35.0,182.0,8742.0,462.0,5720.0,63.0,294.0,9603.0,406.0,6037.0,84.0,322.0,8049.0,385.0,6110.0,175.0,336.0,10869.0,469.0,9048.0,47105.0,10233.0,5312.0,9640.0,21.148000000000003,2.8680000000000003,9.536,14.784,1.112,0.0,11.612,40.0,600,6753,2716,10412,3447
2016-10-14,49.0,273.0,9672.0,287.0,5861.0,98.0,217.0,8468.0,378.0,7145.0,105.0,336.0,10027.0,343.0,7306.0,126.0,266.0,10093.0,490.0,10383.0,46105.0,9430.0,5014.0,7711.0,22.836,2.42,11.068,16.564,0.948,0.0,11.768000000000002,59.0,1659,6578,2824,9575,3266
2016-10-15,28.0,203.0,8492.0,238.0,7012.0,56.0,175.0,8864.0,315.0,8558.0,77.0,378.0,8670.0,280.0,8570.0,140.0,385.0,10045.0,658.0,10910.0,46810.0,9904.0,4364.0,9717.0,25.41066666666667,2.44,12.755999999999998,18.586666666666673,0.9746666666666666,0.0,12.654666666666666,63.0,2017,5079,2404,6173,3204
2016-10-16,21.0,203.0,8042.0,238.0,5393.0,35.0,245.0,9795.0,399.0,7605.0,7.0,175.0,7508.0,350.0,7304.0,98.0,371.0,8087.0,560.0,9777.0,45709.0,8771.0,5021.0,8401.0,19.70533333333333,2.636,14.988,17.11333333333333,1.0173333333333336,1.26,4.717333333333333,46.0,1013,5348,2819,6509,3334
2016-10-17,28.0,140.0,7725.0,329.0,5961.0,63.0,329.0,8491.0,308.0,7519.0,35.0,147.0,8505.0,329.0,6572.0,119.0,364.0,12313.0,469.0,8495.0,48742.0,8446.0,3452.0,7231.0,22.008000000000006,3.0520000000000005,14.139999999999995,17.464000000000002,1.036,0.0,7.867999999999999,41.0,1202,6904,3129,10229,3524
2016-10-18,14.0,140.0,8345.0,189.0,5882.0,42.0,161.0,8519.0,315.0,7290.0,49.0,224.0,8665.0,378.0,7058.0,105.0,294.0,9957.0,448.0,9255.0,39550.0,9539.0,3236.0,6946.0,22.960000000000004,2.568,11.620000000000005,16.523999999999994,0.9960000000000002,0.0,11.339999999999995,49.0,1047,6828,2837,9655,3265
2016-10-19,84.0,266.0,8043.0,245.0,5466.0,70.0,196.0,9203.0,371.0,7385.0,63.0,252.0,8582.0,336.0,6036.0,49.0,462.0,10650.0,525.0,9414.0,50998.0,9676.0,4147.0,8511.0,23.796000000000006,2.928,14.056000000000004,17.896,1.052,0.0,9.739999999999998,53.0,1199,6820,2961,10011,3281
2016-10-20,35.0,119.0,8499.0,357.0,5224.0,56.0,343.0,9220.0,441.0,6877.0,63.0,224.0,9071.0,357.0,6709.0,84.0,329.0,10150.0,546.0,9252.0,45891.0,7528.0,3090.0,7416.0,24.82,3.7560000000000007,12.868,18.34,1.38,0.0,11.952,51.0,1587,6714,2888,9597,3865
2016-10-21,7.0,196.0,8986.0,329.0,5684.0,70.0,238.0,8084.0,350.0,7020.0,42.0,238.0,9069.0,427.0,6441.0,112.0,385.0,10940.0,525.0,9536.0,36301.0,9027.0,3926.0,7197.0,21.204,3.968,15.924,17.840000000000003,2.056,0.0,5.280000000000001,22.0,989,6604,2721,9228,3363
2016-10-22,42.0,252.0,8280.0,315.0,6680.0,133.0,259.0,8925.0,392.0,8384.0,28.0,189.0,8427.0,203.0,8747.0,119.0,308.0,11546.0,525.0,10303.0,51047.0,8876.0,4617.0,8733.0,21.940000000000005,3.096,14.723999999999998,18.160000000000004,1.336,0.0,7.216000000000001,32.0,504,5228,2510,6005,3235
2016-10-23,14.0,133.0,8118.0,273.0,6163.0,63.0,210.0,8860.0,273.0,6504.0,49.0,252.0,8235.0,378.0,6881.0,98.0,399.0,9228.0,588.0,9665.0,50792.0,8482.0,4110.0,8402.0,18.42,4.712,10.832,13.588,2.604,2.44,7.587999999999999,23.0,497,5596,3026,6665,3592
2016-10-24,35.0,273.0,7986.0,217.0,4927.0,35.0,287.0,9128.0,378.0,6899.0,49.0,308.0,8525.0,294.0,5919.0,77.0,420.0,9721.0,476.0,9344.0,41122.0,8300.0,4184.0,7529.0,19.664,3.2760000000000002,9.212,14.864,1.64,0.0,10.451999999999998,14.0,650,6917,2937,10059,3524
2016-10-25,42.0,168.0,8662.0,210.0,4932.0,28.0,182.0,8540.0,343.0,5994.0,98.0,392.0,8671.0,245.0,5621.0,140.0,308.0,10233.0,280.0,8441.0,39357.0,8626.0,3521.0,6252.0,17.984,3.812,11.972,14.016000000000002,1.5799999999999996,36.3,6.0120000000000005,17.0,667,6629,2659,10163,3151
2016-10-26,21.0,154.0,8299.0,364.0,4711.0,56.0,350.0,9345.0,336.0,6789.0,105.0,315.0,9654.0,413.0,5469.0,210.0,413.0,10308.0,511.0,7983.0,40935.0,9323.0,3452.0,6941.0,16.727999999999998,2.692,10.416000000000002,13.36,0.956,0.0,6.3119999999999985,35.0,945,6782,3171,10009,3226
2016-10-27,42.0,175.0,8501.0,322.0,5195.0,77.0,133.0,9611.0,420.0,6269.0,49.0,259.0,9133.0,308.0,6037.0,91.0,434.0,9168.0,413.0,9568.0,50819.0,7280.0,3233.0,7855.0,19.900000000000006,3.284,9.232,14.772000000000002,1.3119999999999998,0.0,10.668,37.0,657,6681,2730,9702,3327
2016-10-28,28.0,161.0,8592.0,196.0,5190.0,77.0,252.0,10407.0,336.0,7341.0,28.0,224.0,8014.0,266.0,6301.0,119.0,357.0,9506.0,532.0,8869.0,36185.0,8848.0,4182.0,6288.0,19.024000000000004,4.231999999999998,10.844,14.860000000000005,1.64,0.22,8.18,35.0,509,6230,2733,9343,3318
2016-10-29,84.0,378.0,8887.0,280.0,5273.0,119.0,280.0,7863.0,350.0,6324.0,119.0,350.0,8194.0,336.0,6633.0,119.0,371.0,9904.0,560.0,8994.0,47642.0,9353.0,6625.0,8185.0,11.96,4.012,4.444000000000002,8.496,2.048,0.0,7.515999999999999,37.0,368,4895,2557,6466,3175
2016-10-30,84.0,245.0,7815.0,231.0,4769.0,77.0,308.0,9337.0,308.0,7147.0,56.0,357.0,9181.0,301.0,6711.0,126.0,371.0,9215.0,539.0,8777.0,50670.0,8523.0,5418.0,7016.0,14.156,2.656,2.12,7.863999999999997,1.08,0.0,12.036,32.0,415,5162,2818,7089,3308
2016-10-31,98.0,140.0,8122.0,154.0,3674.0,77.0,252.0,9516.0,245.0,5355.0,56.0,217.0,9501.0,315.0,4998.0,203.0,378.0,10731.0,525.0,7610.0,42210.0,8736.0,4364.0,7310.0,9.488,3.8360000000000003,1.608,6.531999999999999,1.5039999999999996,0.2,7.88,25.0,568,6897,2838,10330,3406
2016-11-01,63.0,161.0,8839.0,350.0,4088.0,112.0,280.0,8585.0,308.0,5165.0,126.0,196.0,8653.0,294.0,4584.0,252.0,455.0,10302.0,469.0,8184.0,47574.0,7899.0,5642.0,7348.0,6.831999999999999,3.656,-1.476,2.208,1.852,0.0,8.308,24.0,509,6629,2722,10195,3085
2016-11-02,91.0,119.0,7634.0,301.0,4089.0,91.0,224.0,9368.0,357.0,4696.0,91.0,182.0,8875.0,392.0,5134.0,175.0,245.0,10639.0,448.0,7406.0,49471.0,8191.0,5931.0,7964.0,10.272,3.176,-1.5200000000000002,4.6560000000000015,1.144,0.02,11.791999999999998,32.0,541,6647,3095,10067,3143
2016-11-03,84.0,189.0,8057.0,287.0,4576.0,84.0,238.0,8755.0,336.0,5869.0,91.0,210.0,7469.0,287.0,5780.0,140.0,336.0,9363.0,574.0,9025.0,41404.0,10158.0,6045.0,7788.0,14.104000000000005,3.4760000000000004,4.768000000000002,9.512,1.2520000000000002,0.14,9.336,40.0,630,6570,2877,9677,3287
2016-11-04,63.0,266.0,9050.0,329.0,6046.0,98.0,168.0,9450.0,315.0,6859.0,49.0,308.0,9658.0,455.0,6376.0,105.0,322.0,11524.0,623.0,8356.0,41149.0,9029.0,4548.0,5555.0,16.32,4.168000000000001,8.472000000000001,12.852,2.092,0.0,7.848,54.0,944,6198,2547,9084,3198
2016-11-05,112.0,238.0,7888.0,357.0,6444.0,119.0,217.0,9289.0,329.0,7116.0,77.0,175.0,11387.0,322.0,7856.0,161.0,497.0,9784.0,553.0,8520.0,43996.0,9431.0,4657.0,6941.0,18.8,4.004,12.364,15.24,1.816,0.0,6.436,66.0,1193,4992,2636,6098,3289
2016-11-06,35.0,238.0,9042.0,252.0,5703.0,56.0,224.0,8372.0,378.0,7087.0,70.0,294.0,8346.0,364.0,6889.0,119.0,252.0,9350.0,630.0,8722.0,50522.0,7825.0,4620.0,7198.0,17.363999999999994,4.276,12.527999999999995,14.312000000000005,2.264,0.0,4.836,28.0,998,5186,3089,6321,7595
2016-11-07,49.0,154.0,8030.0,259.0,4851.0,70.0,175.0,8820.0,385.0,5332.0,63.0,238.0,9117.0,280.0,5092.0,126.0,371.0,12081.0,406.0,8630.0,40314.0,8266.0,3820.0,5959.0,17.811999999999994,4.024000000000001,8.863999999999997,13.232,1.86,4.16,8.948,33.0,882,7074,3002,9997,5179
2016-11-08,42.0,203.0,8155.0,259.0,3996.0,49.0,301.0,8928.0,273.0,5008.0,70.0,259.0,9204.0,273.0,4722.0,175.0,483.0,9315.0,588.0,8270.0,50091.0,7717.0,4109.0,7787.0,8.94,4.456,1.0480000000000005,4.792,2.516,0.36,7.891999999999999,56.0,702,6829,2924,9653,3910
2016-11-09,63.0,161.0,8356.0,273.0,4225.0,35.0,182.0,9368.0,217.0,5115.0,63.0,217.0,9020.0,245.0,4887.0,168.0,322.0,11196.0,560.0,8360.0,48811.0,7862.0,4582.0,5816.0,8.184,3.392,-2.004,2.728,1.4600000000000002,0.0,10.187999999999999,38.0,557,6350,2241,8879,2910
2016-11-10,84.0,154.0,8022.0,315.0,4642.0,49.0,182.0,9183.0,287.0,4730.0,56.0,224.0,9517.0,427.0,4952.0,161.0,378.0,9764.0,504.0,9953.0,39214.0,7933.0,4656.0,7966.0,10.451999999999998,3.028,2.008,6.5280000000000005,1.3279999999999998,0.32,8.443999999999999,32.0,546,6631,2657,9187,3218
2016-11-11,70.0,175.0,7613.0,231.0,4653.0,105.0,224.0,9258.0,406.0,5740.0,77.0,245.0,9203.0,413.0,5469.0,182.0,343.0,9795.0,539.0,8258.0,46743.0,8882.0,5239.0,8369.0,14.219999999999995,4.507999999999999,6.480000000000001,9.736,1.7360000000000002,4.32,7.7399999999999975,49.0,833,6359,2746,8488,3320
2016-11-12,70.0,161.0,7677.0,238.0,6091.0,119.0,231.0,10132.0,336.0,7009.0,189.0,168.0,9250.0,308.0,6643.0,217.0,385.0,10566.0,497.0,8150.0,40418.0,8917.0,5239.0,8513.0,17.004000000000005,4.332000000000002,6.444,12.163999999999998,1.7080000000000004,0.0,10.560000000000002,67.0,604,5000,2455,5693,2873
2016-11-13,28.0,126.0,7936.0,322.0,6505.0,49.0,231.0,9387.0,301.0,7320.0,42.0,224.0,8314.0,259.0,6890.0,168.0,210.0,10247.0,546.0,9771.0,42651.0,7859.0,4439.0,7351.0,17.944000000000003,2.8399999999999994,11.956,14.728000000000002,1.16,0.4,5.9879999999999995,54.0,552,5254,2607,5566,3630
2016-11-14,14.0,224.0,7895.0,308.0,4247.0,91.0,168.0,7852.0,308.0,5518.0,28.0,189.0,9785.0,252.0,4843.0,147.0,231.0,10735.0,469.0,8767.0,41043.0,7823.0,3382.0,7526.0,16.648,3.104,10.82,13.768,1.1,2.94,5.8279999999999985,43.0,984,7009,3143,9908,3722
2016-11-15,84.0,224.0,7853.0,287.0,4569.0,77.0,196.0,8877.0,259.0,4826.0,70.0,231.0,9478.0,350.0,5310.0,133.0,315.0,9736.0,518.0,7433.0,43740.0,7570.0,3962.0,7124.0,11.119999999999996,4.004,2.8480000000000003,6.099999999999998,2.028,0.0,8.272,51.0,743,6906,3010,9388,3594
2016-11-16,56.0,210.0,7338.0,280.0,4464.0,112.0,336.0,8257.0,315.0,6185.0,56.0,147.0,9622.0,406.0,5455.0,63.0,252.0,10659.0,427.0,8662.0,40347.0,8991.0,3637.0,6073.0,11.248,2.4160000000000004,0.652,5.708000000000002,0.988,0.0,10.596000000000002,47.0,631,6671,3127,11428,3182
