날짜,과자,라면,마스크,맥주,면도기,생리대,생수,숙취해소제,스타킹,아이스크림,우산,탄산음료,네일,립컬러,립케어,마스크팩,바디로션,선케어,제모제,체중조절,크림로션,훼이셜클렌저,미세먼지언급량,맛집언급량,취미언급량,건강언급량,데이터언급량,지역번호,최대기온,최대풍속,최소기온,평균기온,평균풍속,총강수량,일교차,미세먼지농도(㎍/㎥)
2016-07-06,43067.0,22963.0,140.0,11811.0,329.0,2367.0,10216.0,2885.0,686.0,33833.0,553.0,5048.0,3241.0,10130.0,2800.0,93285.0,3787.0,5461.0,3786.0,2585.0,7174.0,11372.0,1005,8544,2694,9914,3585,406.68,27.688,3.1319999999999997,19.843999999999998,23.016000000000005,1.428,0.16,7.843999999999999,16.0
2016-07-07,40877.0,22827.0,84.0,12260.0,315.0,2489.0,11257.0,3570.0,686.0,36821.0,1466.0,5976.0,3096.0,9653.0,1854.0,80588.0,3090.0,6666.0,4079.0,2876.0,6924.0,9724.0,871,9215,2749,10124,3657,406.68,28.875999999999994,2.8440000000000003,19.911999999999995,23.98,1.008,0.44,8.964,37.0
2016-07-08,43799.0,21978.0,126.0,14445.0,357.0,2446.0,14391.0,3762.0,673.0,51211.0,42.0,7358.0,2874.0,10967.0,2656.0,84603.0,3421.0,7903.0,4439.0,3787.0,7903.0,11514.0,862,8970,2569,10105,3308,406.68,33.023999999999994,3.251999999999999,21.028000000000002,27.071999999999992,1.3199999999999996,0.0,11.995999999999999,45.0
2016-07-09,47451.0,21573.0,119.0,16646.0,392.0,2671.0,16181.0,3275.0,490.0,54573.0,70.0,6678.0,2184.0,10675.0,2982.0,79096.0,4110.0,8486.0,4297.0,2400.0,7358.0,11553.0,470,7324,2512,6993,3445,406.68,33.52799999999999,3.5079999999999996,22.828000000000003,27.796,1.396,0.0,10.7,33.0
2016-07-10,49316.0,23080.0,126.0,15902.0,406.0,2191.0,13183.0,2472.0,553.0,55794.0,105.0,6774.0,2475.0,9947.0,2508.0,90039.0,3784.0,9651.0,4332.0,3750.0,9109.0,10678.0,416,7067,3054,7363,3741,406.68,33.596,3.1359999999999997,22.904,27.783999999999995,1.3119999999999998,0.0,10.692,31.0
2016-07-11,36858.0,21889.0,98.0,13033.0,357.0,2803.0,11887.0,1846.0,637.0,46666.0,3710.0,7038.0,2622.0,8525.0,2110.0,77198.0,3128.0,7284.0,3455.0,3714.0,7176.0,11551.0,722,8752,3184,11456,3668,406.68,34.744,3.8680000000000008,24.096,28.283999999999992,1.2519999999999998,2.24,10.648,45.0
2016-07-12,41095.0,22707.0,84.0,12497.0,357.0,2254.0,12482.0,2820.0,757.0,38064.0,994.0,6727.0,3168.0,9693.0,2614.0,97847.0,2799.0,13818.0,3748.0,3569.0,7173.0,9981.0,563,8155,2929,10438,3730,406.68,30.92,3.616,22.02,26.096,1.436,2.68,8.9,26.0
2016-07-13,40631.0,21831.0,77.0,12451.0,301.0,2556.0,14910.0,3036.0,630.0,38460.0,651.0,6497.0,3786.0,11477.0,2219.0,102150.0,4220.0,10308.0,5570.0,4080.0,9327.0,33366.0,668,8009,2753,10051,3322,406.68,29.927999999999997,3.3040000000000003,22.507999999999996,26.088,1.4800000000000002,0.14,7.42,28.0
2016-07-14,40591.0,22671.0,77.0,12828.0,294.0,2438.0,12414.0,3049.0,581.0,42201.0,182.0,6206.0,3679.0,12137.0,2399.0,100218.0,3020.0,10462.0,5098.0,2876.0,22645.0,18084.0,647,7816,2586,9768,4013,406.68,31.972,3.444,23.548000000000002,27.180000000000003,1.5960000000000003,1.62,8.424,28.0
2016-07-15,45791.0,24260.0,112.0,14707.0,357.0,2459.0,13625.0,3694.0,651.0,36449.0,7025.0,6285.0,3933.0,13450.0,2251.0,91938.0,4000.0,7320.0,4589.0,2290.0,23921.0,15453.0,582,7634,2729,9529,3887,406.68,29.091999999999995,3.9399999999999995,22.768000000000008,25.83199999999999,1.8359999999999999,1.52,6.323999999999997,15.0
2016-07-16,55940.0,25185.0,119.0,14522.0,252.0,2164.0,8669.0,3082.0,567.0,27739.0,4716.0,4809.0,2545.0,9655.0,2289.0,70553.0,2983.0,5461.0,4225.0,2073.0,24070.0,10419.0,361,6124,2565,6602,3583,406.68,23.092000000000002,4.584,19.616,20.852000000000007,2.52,44.1,3.4760000000000004,9.0
2016-07-17,47569.0,20638.0,147.0,13391.0,322.0,2176.0,8670.0,2274.0,469.0,32431.0,392.0,4273.0,4447.0,11043.0,2542.0,165127.0,3639.0,16734.0,3493.0,2437.0,28665.0,12242.0,339,6543,3019,7712,4011,406.68,23.659999999999997,4.439999999999999,20.372,21.732000000000003,1.876,2.48,3.2880000000000007,12.0
2016-07-18,37988.0,22163.0,91.0,11506.0,371.0,2387.0,11212.0,2212.0,455.0,31100.0,42.0,5470.0,3603.0,7102.0,2979.0,78544.0,2471.0,5390.0,2400.0,2987.0,6555.0,9982.0,525,8395,3416,10143,3848,406.68,28.26,2.8960000000000004,20.259999999999994,23.9,1.1360000000000001,0.08,7.999999999999997,25.0
2016-07-19,39082.0,22616.0,105.0,12574.0,315.0,2254.0,12788.0,3000.0,560.0,43332.0,49.0,6215.0,3789.0,9107.0,2034.0,77565.0,3054.0,7321.0,3383.0,3057.0,7616.0,11476.0,600,8896,3460,10190,3661,406.68,32.599999999999994,2.8959999999999995,20.712,26.592000000000002,1.224,0.0,11.888,31.0
2016-07-20,41352.0,23688.0,105.0,13216.0,364.0,2325.0,15919.0,2977.0,490.0,45011.0,822.0,6363.0,3312.0,8965.0,1924.0,71248.0,2873.0,6013.0,3785.0,3567.0,6011.0,9912.0,688,9035,3220,10656,3376,406.68,33.316,3.3959999999999995,23.572000000000003,28.2,1.432,0.98,9.743999999999998,32.0
2016-07-21,40117.0,23997.0,175.0,13546.0,406.0,2333.0,13485.0,3013.0,553.0,42922.0,35.0,6246.0,5025.0,11334.0,2141.0,213144.0,3567.0,8126.0,5387.0,3348.0,8999.0,12758.0,773,8632,3139,10814,3897,406.68,32.120000000000005,3.119999999999999,24.596000000000004,27.784000000000006,1.572,0.0,7.524000000000001,26.0
2016-07-22,43562.0,25203.0,147.0,15120.0,434.0,2961.0,15792.0,3668.0,533.0,50007.0,196.0,7545.0,4880.0,8999.0,2325.0,178226.0,2509.0,8191.0,4621.0,2838.0,7356.0,10750.0,549,7898,2960,10467,3557,406.68,33.952000000000005,3.407999999999999,25.224,28.964000000000002,1.5480000000000005,0.0,8.727999999999998,30.0
2016-07-23,47766.0,22887.0,63.0,17264.0,385.0,2473.0,14569.0,3511.0,357.0,48216.0,3509.0,6493.0,4152.0,12245.0,2438.0,201505.0,3492.0,7431.0,3857.0,2036.0,6555.0,10716.0,299,5977,2896,8611,3334,406.68,31.683999999999997,3.46,26.448,28.535999999999998,1.456,0.48,5.236000000000001,35.0
2016-07-24,49051.0,21736.0,112.0,16252.0,315.0,2184.0,11630.0,2356.0,413.0,48485.0,2996.0,5513.0,6740.0,8523.0,2324.0,224528.0,2946.0,6662.0,3491.0,2511.0,7066.0,9983.0,304,6095,2910,10158,3489,406.68,30.168000000000003,2.8560000000000008,26.303999999999995,27.903999999999996,1.268,1.24,3.863999999999999,29.0
2016-07-25,36075.0,21931.0,147.0,12655.0,252.0,2544.0,12388.0,1880.0,532.0,45453.0,35.0,6288.0,3855.0,9257.0,1454.0,163742.0,3345.0,6444.0,3785.0,2947.0,6189.0,11475.0,513,8252,3261,11234,3940,406.68,32.111999999999995,3.148,25.96,28.288,1.3639999999999999,0.0,6.152,35.0
2016-07-26,37604.0,22904.0,98.0,13236.0,350.0,2566.0,12396.0,2765.0,581.0,45534.0,49.0,6616.0,4622.0,8345.0,1777.0,141483.0,2982.0,6590.0,3677.0,2218.0,6115.0,10307.0,520,8028,3526,11037,3767,406.68,32.15200000000001,4.135999999999999,24.875999999999994,28.127999999999993,1.844,0.0,7.2760000000000025,29.0
2016-07-27,40374.0,24167.0,77.0,12959.0,343.0,2454.0,12856.0,3043.0,554.0,38961.0,3450.0,6185.0,3933.0,8379.0,2073.0,122916.0,2837.0,5314.0,3200.0,2548.0,5605.0,8376.0,513,8200,5818,10791,3738,406.68,29.392000000000007,4.4559999999999995,26.172000000000004,27.64,2.312,0.24,3.22,28.0
2016-07-28,41987.0,23857.0,175.0,13302.0,343.0,2382.0,13763.0,3222.0,644.0,43891.0,133.0,6807.0,5244.0,8962.0,2329.0,145023.0,2722.0,6373.0,4041.0,2544.0,6297.0,9619.0,541,8250,3055,10892,3676,406.68,31.14,4.384,25.688000000000002,27.928,2.0159999999999996,0.72,5.451999999999999,47.0
2016-07-29,45808.0,26110.0,154.0,13052.0,336.0,2522.0,11778.0,3101.0,476.0,34719.0,7606.0,6073.0,4112.0,9653.0,1780.0,117988.0,2949.0,4949.0,2619.0,2255.0,5241.0,9618.0,714,8627,2899,10008,3598,406.68,28.903999999999996,3.6800000000000006,22.952,26.087999999999997,1.3120000000000003,41.52,5.951999999999998,39.0
2016-07-30,46197.0,23064.0,253.0,16241.0,469.0,2471.0,15777.0,3079.0,427.0,47553.0,889.0,6349.0,3130.0,10566.0,3383.0,154985.0,3016.0,7099.0,3090.0,1745.0,7467.0,12132.0,281,6520,2560,7263,3159,406.68,33.184,3.1639999999999997,26.044,28.572000000000003,1.4319999999999995,1.76,7.140000000000002,31.0
2016-07-31,44898.0,21788.0,168.0,16028.0,448.0,2189.0,13008.0,2537.0,455.0,48082.0,653.0,5444.0,2949.0,8672.0,1962.0,182247.0,2981.0,7028.0,3677.0,1855.0,5096.0,11225.0,241,5988,2461,6415,3057,406.68,33.343999999999994,4.044,25.871999999999993,28.791999999999998,1.3120000000000005,0.88,7.471999999999998,27.0
2016-08-01,35057.0,22477.0,140.0,13577.0,266.0,2508.0,13314.0,1768.0,420.0,41640.0,154.0,6185.0,3021.0,9471.0,2545.0,77047.0,3530.0,6771.0,2947.0,2911.0,6630.0,11333.0,451,8195,3036,10000,3682,406.68,32.536,3.6120000000000005,25.20799999999999,27.975999999999996,1.264,0.76,7.328000000000002,26.0
2016-08-02,40768.0,23599.0,70.0,13657.0,287.0,2404.0,11716.0,2255.0,428.0,36720.0,7156.0,6497.0,2436.0,9369.0,2070.0,83251.0,2727.0,5462.0,3200.0,2988.0,5352.0,9472.0,411,7623,3163,9803,4140,406.68,31.656,4.336000000000001,23.712,26.936000000000003,1.0479999999999998,8.2,7.944,23.0
2016-08-03,39831.0,23231.0,225.0,13413.0,364.0,2550.0,14261.0,2466.0,498.0,47844.0,126.0,7605.0,3093.0,8815.0,2726.0,75846.0,3601.0,6300.0,3310.0,2147.0,5352.0,10568.0,455,7876,3232,11186,3838,406.68,34.104,2.8760000000000003,24.004000000000005,28.899999999999995,1.2079999999999997,0.0,10.1,28.0
2016-08-04,38080.0,23871.0,84.0,14060.0,427.0,2375.0,14035.0,2591.0,561.0,53563.0,14.0,7200.0,3458.0,8523.0,2724.0,67857.0,2618.0,6809.0,2180.0,2110.0,4843.0,10494.0,625,8797,3191,11234,3713,406.68,35.79600000000001,2.872,25.660000000000004,30.276000000000003,1.236,0.0,10.136000000000001,25.0
2016-08-05,42711.0,23208.0,77.0,15966.0,350.0,2415.0,14880.0,3075.0,357.0,56557.0,49.0,7925.0,2838.0,13271.0,2617.0,71286.0,3236.0,6808.0,3236.0,2293.0,6117.0,10640.0,560,8572,2924,10650,3391,406.68,36.38,2.928,26.127999999999997,30.776,1.264,0.0,10.252,33.0
2016-08-06,45724.0,22091.0,133.0,17485.0,301.0,2601.0,15778.0,3206.0,371.0,56648.0,203.0,7465.0,2655.0,9401.0,2833.0,74682.0,2582.0,6776.0,2872.0,2512.0,6080.0,11046.0,305,6437,2772,7409,3298,406.68,34.93600000000001,3.3319999999999994,26.375999999999998,30.38799999999999,1.3,0.54,8.559999999999999,47.0
2016-08-07,42192.0,21834.0,133.0,14761.0,308.0,2176.0,13064.0,2054.0,280.0,54155.0,28.0,6690.0,2619.0,14069.0,2874.0,78329.0,2324.0,5896.0,2508.0,1709.0,5386.0,8345.0,244,6733,2907,7040,3239,406.68,35.16,3.3840000000000003,26.695999999999998,30.427999999999994,1.4679999999999997,0.0,8.464000000000002,29.0
2016-08-08,34328.0,22151.0,119.0,12262.0,322.0,2713.0,12561.0,1880.0,554.0,50042.0,245.0,7293.0,2910.0,6917.0,2438.0,82339.0,2251.0,5894.0,2872.0,1890.0,5027.0,9801.0,357,8324,3124,11143,3886,406.68,35.367999999999995,3.684,25.936000000000003,30.08,1.428,0.66,9.432000000000002,34.0
2016-08-09,37746.0,23599.0,112.0,13583.0,491.0,2214.0,15764.0,2327.0,470.0,44438.0,5842.0,7376.0,2403.0,7506.0,2472.0,73440.0,2731.0,4765.0,2437.0,1491.0,5024.0,9366.0,421,7885,3094,10649,3821,406.68,33.72800000000001,3.5639999999999996,25.924000000000007,28.932,1.4599999999999997,5.24,7.804000000000001,28.0
2016-08-10,38763.0,22284.0,330.0,13581.0,315.0,2761.0,14556.0,2851.0,469.0,48289.0,70.0,7228.0,2364.0,9656.0,2545.0,74825.0,2946.0,5864.0,2802.0,3096.0,5315.0,10056.0,986,7996,2965,11009,4138,406.68,34.306,3.5060000000000007,25.732666666666674,29.402666666666665,1.4880000000000002,0.0,8.573333333333332,44.0
2016-08-11,36405.0,23844.0,98.0,14493.0,301.0,2382.0,14474.0,3013.0,469.0,54890.0,35.0,8347.0,4078.0,9289.0,2943.0,110800.0,3382.0,6265.0,1744.0,2911.0,6301.0,12577.0,496,7749,3189,10691,3882,406.68,36.276,3.4999999999999996,25.66933333333333,30.313333333333336,1.3799999999999997,0.0,10.606666666666666,29.0
2016-08-12,40902.0,23466.0,175.0,15455.0,301.0,2558.0,16129.0,3042.0,420.0,57389.0,28.0,8744.0,4115.0,11116.0,2650.0,98725.0,3601.0,6812.0,3165.0,2691.0,6374.0,11917.0,404,7382,3078,10180,3745,406.68,35.56,3.3480000000000008,25.976000000000003,30.092,1.476,0.0,9.583999999999998,38.0
2016-08-13,46111.0,23070.0,91.0,17416.0,420.0,2661.0,16688.0,3035.0,420.0,52801.0,70.0,7531.0,3419.0,9944.0,3274.0,87963.0,2620.0,7431.0,2909.0,1671.0,5353.0,13195.0,260,6749,3445,7204,3429,406.68,35.104000000000006,3.6040000000000005,26.476,29.98,1.6600000000000004,0.0,8.628,31.0
2016-08-14,52138.0,23647.0,126.0,18176.0,434.0,2522.0,12192.0,2106.0,350.0,52177.0,1980.0,6606.0,3054.0,9729.0,2360.0,97154.0,3092.0,5529.0,2398.0,2767.0,4953.0,10934.0,234,6401,3532,6267,3317,406.68,31.888000000000012,3.3960000000000004,26.952,28.784000000000002,1.3200000000000003,2.72,4.936,28.0
2016-08-15,39958.0,21720.0,35.0,14503.0,322.0,1931.0,12023.0,1524.0,189.0,47003.0,112.0,6533.0,2401.0,8269.0,2726.0,134846.0,2835.0,5423.0,1996.0,1962.0,5241.0,9912.0,281,7009,3298,7650,3558,406.68,34.248000000000005,3.5039999999999996,25.708000000000002,29.179999999999996,1.352,0.0,8.540000000000001,33.0
2016-08-16,33904.0,21514.0,98.0,12916.0,364.0,2580.0,12582.0,1825.0,476.0,45503.0,399.0,6881.0,4331.0,15346.0,3051.0,110874.0,3492.0,6152.0,2839.0,3061.0,6225.0,13155.0,490,8758,3075,10332,3648,406.68,35.11200000000001,3.952,25.70799999999999,29.432,1.3800000000000003,0.5,9.404000000000002,41.0
2016-08-17,34388.0,21901.0,119.0,12396.0,364.0,2578.0,13883.0,2539.0,490.0,46771.0,84.0,7677.0,3823.0,12506.0,3454.0,102334.0,4115.0,6807.0,2616.0,1892.0,5970.0,11589.0,406,8396,3107,10744,3627,406.68,34.64,3.2920000000000003,25.323999999999998,29.560000000000006,1.36,0.1,9.316,35.0
2016-08-18,37218.0,24058.0,112.0,13459.0,350.0,2422.0,13913.0,3162.0,448.0,42909.0,266.0,7776.0,3532.0,10273.0,3496.0,104633.0,3419.0,4986.0,2584.0,2658.0,6193.0,11371.0,505,8275,2858,9622,3130,406.68,34.308,3.0320000000000005,25.971999999999998,29.392000000000007,1.1999999999999997,0.64,8.336,47.0
2016-08-19,42647.0,24728.0,119.0,15105.0,266.0,2671.0,15056.0,3026.0,652.0,45639.0,2410.0,7799.0,2874.0,11737.0,2800.0,79858.0,4403.0,6780.0,3677.0,3095.0,4657.0,10167.0,447,8369,2837,9314,3311,406.68,32.94,3.3080000000000007,26.623999999999995,29.208,1.18,1.64,6.315999999999999,53.0
2016-08-20,44676.0,23138.0,91.0,17062.0,448.0,2429.0,16525.0,3321.0,490.0,53315.0,21.0,7137.0,3601.0,12133.0,2943.0,102734.0,4585.0,6444.0,2658.0,2295.0,6554.0,13119.0,265,6835,2781,6521,3237,406.68,34.891999999999996,3.2119999999999997,26.844,30.02,1.46,0.0,8.048,28.0
2016-08-21,41738.0,21526.0,105.0,15448.0,378.0,2205.0,13764.0,2287.0,399.0,51173.0,708.0,7047.0,3423.0,8558.0,3851.0,88874.0,3711.0,6773.0,2980.0,1927.0,5572.0,12650.0,256,7078,2958,9092,3399,406.68,35.9,3.22,26.528000000000002,30.159999999999997,1.4360000000000002,0.22,9.371999999999998,23.0
2016-08-22,34655.0,22378.0,98.0,12876.0,336.0,2487.0,13360.0,1879.0,434.0,44220.0,1722.0,7118.0,2510.0,10167.0,3130.0,67599.0,2434.0,4694.0,1453.0,2512.0,5061.0,9726.0,395,8732,3016,10833,3548,406.68,35.004,3.5039999999999996,25.668000000000003,29.820000000000004,1.4680000000000002,1.58,9.335999999999999,24.0
2016-08-23,38250.0,24574.0,105.0,12619.0,329.0,2342.0,12489.0,2788.0,519.0,37624.0,3633.0,6769.0,1852.0,8302.0,2727.0,89020.0,2948.0,3788.0,1889.0,1816.0,5095.0,9035.0,528,8531,3420,9765,3386,406.68,33.01999999999999,3.58,25.719999999999995,28.444000000000003,1.5119999999999996,2.5,7.3,29.0
2016-08-24,37345.0,24208.0,105.0,13163.0,287.0,2339.0,13254.0,3223.0,497.0,40885.0,105.0,6845.0,1855.0,8489.0,3056.0,80518.0,2398.0,3454.0,1707.0,1783.0,5685.0,8522.0,407,8416,3203,10096,3336,406.68,32.955999999999996,2.8759999999999994,26.0,28.827999999999996,1.3319999999999999,0.04,6.9559999999999995,30.0
2016-08-25,38388.0,24145.0,112.0,13435.0,217.0,2542.0,12328.0,2916.0,623.0,35608.0,9930.0,6889.0,1960.0,8265.0,3563.0,88365.0,2799.0,3128.0,1709.0,2622.0,5755.0,8922.0,392,8648,2906,9976,3187,406.68,32.931999999999995,3.964,23.348,27.215999999999998,1.432,4.06,9.584000000000001,26.0
2016-08-26,46568.0,24641.0,126.0,16433.0,476.0,2260.0,12597.0,3416.0,624.0,31848.0,1079.0,6042.0,2471.0,10604.0,4548.0,87158.0,4225.0,2582.0,1164.0,2036.0,4915.0,8923.0,434,7913,2606,9656,3459,406.68,27.831999999999997,5.544,19.543999999999997,22.882,2.5160000000000005,18.24,8.288,12.0
2016-08-27,49921.0,24652.0,77.0,17135.0,392.0,2423.0,14895.0,4028.0,736.0,38688.0,238.0,6385.0,2725.0,13707.0,8779.0,88873.0,4109.0,3420.0,1127.0,2073.0,9657.0,10205.0,363,6076,2484,6477,3294,406.68,28.568000000000005,4.411999999999999,17.264000000000003,23.104,2.1719999999999997,0.0,11.303999999999998,13.0
2016-08-28,52061.0,24843.0,126.0,15407.0,329.0,2183.0,10910.0,2254.0,602.0,30889.0,6213.0,5348.0,1637.0,13345.0,9945.0,80701.0,4075.0,2397.0,870.0,1782.0,10203.0,9943.0,306,6718,2777,6578,4206,406.68,24.276,4.876,18.276,20.824,2.2320000000000007,2.16,6.0,9.0
2016-08-29,37083.0,23437.0,119.0,12556.0,308.0,2409.0,10626.0,2343.0,785.0,28195.0,14.0,5059.0,1853.0,12862.0,10751.0,92996.0,4805.0,2616.0,1309.0,2071.0,10531.0,10568.0,594,8417,2740,10982,3518,406.68,26.815999999999995,4.156,17.396,21.976000000000003,1.796,0.0,9.419999999999998,15.0
2016-08-30,43664.0,24409.0,210.0,11990.0,252.0,2269.0,11616.0,2695.0,883.0,22112.0,976.0,5386.0,1895.0,13411.0,10023.0,87342.0,4621.0,2327.0,797.0,2728.0,9588.0,11696.0,571,9356,2708,10418,3216,406.68,24.803999999999995,4.668,17.912,20.84,2.1639999999999997,0.0,6.8919999999999995,27.333333333333336
2016-08-31,42482.0,28141.0,182.0,12293.0,294.0,1873.0,10540.0,3152.0,1016.0,18803.0,3927.0,6476.0,2108.0,13344.0,8526.0,93396.0,4807.0,1852.0,908.0,3314.0,11227.0,12388.0,508,8870,2834,10553,3148,406.68,20.416,5.028,16.355999999999998,18.263999999999996,2.6039999999999996,20.34,4.06,39.66666666666667
2016-09-01,36846.0,24145.0,189.0,14432.0,231.0,2150.0,12781.0,3491.0,995.0,28424.0,105.0,8850.0,9148.0,54892.0,26510.0,417581.0,16332.0,4802.0,2655.0,4882.0,37314.0,31361.0,1158,8648,2851,10119,3247,406.68,29.283999999999995,6.4079999999999995,16.531999999999996,23.772,2.2479999999999993,0.0,12.752,52.0
2016-09-02,45271.0,24990.0,224.0,15187.0,448.0,2401.0,12908.0,4042.0,1179.0,30313.0,1039.0,8870.0,9733.0,50662.0,20996.0,361610.0,14361.0,5058.0,3128.0,4370.0,28991.0,29758.0,452,8527,2746,13513,3287,406.68,28.66,4.584,19.776,23.895999999999994,2.1639999999999997,5.98,8.884,34.5
2016-09-03,50155.0,25116.0,154.0,17690.0,462.0,2284.0,17358.0,3776.0,819.0,38130.0,483.0,8882.0,7578.0,47265.0,22089.0,402842.0,12833.0,4513.0,2180.0,4117.0,25561.0,28114.0,272,6786,2617,6680,3165,406.68,28.647999999999996,3.119999999999999,20.576,23.884,1.32,0.42,8.072000000000001,17.0
2016-09-04,46683.0,22664.0,91.0,17458.0,406.0,2212.0,12911.0,2502.0,588.0,38936.0,28.0,7464.0,6522.0,36070.0,21879.0,352598.0,12611.0,4475.0,1565.0,2580.0,29353.0,24028.0,261,6977,2961,6955,3679,406.68,29.688000000000006,2.86,21.956000000000003,25.584000000000007,1.2,0.0,7.731999999999999,17.0
2016-09-05,33645.0,23003.0,140.0,13437.0,308.0,2254.0,13054.0,2394.0,786.0,30083.0,42.0,9212.0,8530.0,42377.0,16435.0,338039.0,12065.0,5095.0,2326.0,4007.0,24540.0,26801.0,547,8652,2872,10426,3888,406.68,31.107999999999993,3.448,22.668000000000006,26.199999999999996,1.256,0.0,8.44,26.0
2016-09-06,37047.0,24056.0,189.0,13871.0,308.0,2227.0,13355.0,3386.0,735.0,29052.0,49.0,9159.0,9006.0,45780.0,19099.0,339754.0,14327.0,6118.0,2655.0,3895.0,27750.0,28843.0,2125,8009,2681,9845,3376,406.68,29.24000000000001,3.4559999999999995,20.839999999999996,24.636,1.4240000000000004,0.0,8.4,51.0
2016-09-07,37935.0,24016.0,714.0,13724.0,420.0,2437.0,11823.0,2962.0,891.0,26044.0,905.0,9213.0,12136.0,67115.0,29064.0,531998.0,19323.0,7213.0,2728.0,5572.0,33769.0,47304.0,5663,7297,2700,10275,3410,406.68,28.612000000000002,2.9920000000000004,20.979999999999997,24.236,1.24,1.84,7.6320000000000014,60.0
2016-09-08,41702.0,26517.0,308.0,13335.0,273.0,2472.0,12797.0,4125.0,897.0,23036.0,7764.0,8445.0,1161.0,13342.0,7102.0,58776.0,3273.0,1233.0,942.0,1997.0,7101.0,6879.0,2293,6763,2628,9715,3079,406.68,26.584,3.4560000000000004,20.380000000000003,22.787999999999997,1.0119999999999998,7.28,6.204000000000001,47.0
2016-09-09,44886.0,25174.0,210.0,15569.0,371.0,2565.0,14516.0,4140.0,917.0,28801.0,540.0,9835.0,2219.0,16150.0,6808.0,63623.0,3311.0,2034.0,1199.0,2548.0,9691.0,9545.0,1422,6509,2860,9095,3194,406.68,28.91999999999999,3.207999999999999,19.95200000000001,23.66,1.18,0.91,8.968000000000002,34.0
2016-09-10,50048.0,26342.0,154.0,18449.0,378.0,2340.0,15618.0,4232.0,800.0,36330.0,35.0,8672.0,1636.0,16224.0,9252.0,70482.0,4001.0,2108.0,1378.0,1747.0,10531.0,9907.0,714,5596,2622,5882,3021,406.68,28.787999999999997,2.764000000000001,19.912,23.939999999999994,1.172,0.0,8.876,32.0
2016-09-11,51921.0,25475.0,168.0,16328.0,378.0,2178.0,12632.0,2719.0,693.0,33681.0,189.0,7338.0,1161.0,11078.0,7391.0,58370.0,3931.0,1709.0,690.0,1524.0,8524.0,9691.0,514,6143,3015,6404,3404,406.68,28.044,3.008,21.68,24.324000000000005,1.304,0.06,6.364,33.0
2016-09-12,36583.0,22321.0,154.0,13898.0,301.0,2520.0,11260.0,2964.0,714.0,22998.0,1466.0,8227.0,1381.0,12791.0,7396.0,69205.0,3421.0,1343.0,1452.0,2071.0,9401.0,7795.0,701,7649,2570,9593,3304,406.68,28.75,4.580000000000001,21.148000000000003,23.441999999999997,1.4380000000000004,2.72,7.602,23.0
2016-09-13,42623.0,24031.0,350.0,15161.0,322.0,2346.0,12807.0,3133.0,841.0,26828.0,795.0,8948.0,1851.0,14689.0,8052.0,73547.0,4222.0,2140.0,1053.0,1854.0,10970.0,9403.0,531,6452,3267,8726,3433,406.68,30.227999999999998,3.072,19.508000000000003,24.36399999999999,1.364,0.28,10.72,14.0
2016-09-14,42888.0,19203.0,133.0,14615.0,308.0,1727.0,10317.0,2433.0,476.0,31739.0,1315.0,6017.0,981.0,10203.0,6084.0,50632.0,2876.0,979.0,618.0,1126.0,6158.0,5789.0,328,4576,3064,6375,3327,406.68,28.640000000000004,3.384000000000001,20.776,24.256,1.248,0.98,7.863999999999999,26.0
2016-09-15,47679.0,18357.0,119.0,15830.0,350.0,1681.0,10353.0,2223.0,441.0,39914.0,7.0,5622.0,872.0,8706.0,4035.0,40821.0,1527.0,1160.0,544.0,906.0,3853.0,5423.0,288,3806,3346,5641,3142,406.68,29.215999999999998,2.684,18.868000000000006,23.643999999999995,1.0599999999999998,0.0,10.347999999999999,34.0
2016-09-16,42833.0,20541.0,77.0,16200.0,350.0,1817.0,9159.0,2582.0,413.0,29378.0,35.0,6220.0,1528.0,15823.0,6844.0,72167.0,3274.0,1417.0,796.0,1198.0,8343.0,8746.0,354,4434,3117,5695,3547,406.68,29.200000000000003,2.6039999999999996,20.368000000000006,24.311999999999994,1.0839999999999999,0.0,8.832,40.0
2016-09-17,43769.0,23073.0,133.0,15605.0,336.0,2037.0,10765.0,3393.0,672.0,28200.0,1553.0,6196.0,1745.0,15931.0,9107.0,88254.0,3894.0,2180.0,1163.0,1526.0,9146.0,9146.0,352,5182,3245,6214,3627,406.68,27.456,4.912,18.424,22.871999999999993,2.1039999999999996,8.84,9.032,24.0
2016-09-18,42453.0,23447.0,182.0,15598.0,329.0,1783.0,10383.0,2471.0,526.0,27535.0,42.0,6294.0,1962.0,12719.0,7427.0,84202.0,4475.0,2796.0,1017.0,1160.0,9766.0,10351.0,346,5932,3175,6608,3839,406.68,27.412,4.2,20.191999999999997,23.227999999999998,2.224,0.0,7.22,18.0
2016-09-19,33618.0,23857.0,182.0,11681.0,329.0,2115.0,12401.0,2196.0,939.0,18465.0,42.0,7323.0,2221.0,13051.0,9943.0,85551.0,4439.0,2182.0,1086.0,1928.0,10024.0,11440.0,545,7106,2768,9726,3603,406.68,27.17600000000001,4.688000000000001,18.227999999999998,21.651999999999997,2.4519999999999995,0.0,8.948000000000002,11.0
2016-09-20,36204.0,24646.0,231.0,11604.0,301.0,2220.0,11997.0,2836.0,1235.0,18685.0,,7611.0,1925.0,13192.0,9687.0,78002.0,5170.0,1599.0,1017.0,1452.0,10129.0,11188.0,614,6836,2693,9944,3457,406.68,25.984,4.5040000000000004,15.371999999999998,20.404000000000003,2.2800000000000002,0.0,10.612,15.0
